t,x,y,vd,xyd,nd,d,st
9567,2334.92,2540.12,0.442,0.442,6,5.98233,0
9567,2334.98,2540.55,0.442,0.442,6,6.00255,0
9568,2335.04,2540.99,0.442,0.442,6,6.02178,0
9568,2335.1,2541.43,0.442,0.442,6,6.04099,0
9569,2335.16,2541.87,0.442,0.442,6,6.05988,0
9569,2335.22,2542.3,0.442,0.441999,6,6.07775,0
9570,2335.28,2542.74,0.442,0.442,6,6.09565,0
9570,2335.33,2543.18,0.442,0.442,6,6.1128,0
9570,2335.39,2543.62,0.442,0.442,6,6.12934,0
9571,2335.45,2544.06,0.442,0.442,6,6.14623,0
9571,2335.51,2544.49,0.442,0.442,6,6.1625,0
9572,2335.56,2544.93,0.442,0.441999,6,6.17799,0
9572,2335.62,2545.37,0.442,0.442,6,6.19264,0
9573,2335.67,2545.81,0.442,0.442,6,6.20786,0
9573,2335.73,2546.25,0.442,0.442,6,6.22196,0
9573,2335.78,2546.69,0.442,0.442,6,6.23537,0
9574,2335.84,2547.12,0.442,0.442,6,6.2494,0
9574,2335.89,2547.56,0.442,0.442,6,6.26261,0
9575,2335.95,2548,0.442,0.442,6,6.27534,0
9575,2336,2548.44,0.442,0.442,6,6.28707,0
9576,2336.05,2548.88,0.442,0.442,6,6.29866,0
9576,2336.1,2549.32,0.442,0.442,6,6.30948,0
9576,2336.15,2549.76,0.442,0.442,6,6.32,0
9577,2336.21,2550.2,0.442,0.442,6,6.32982,0
9577,2336.26,2550.63,0.442,0.442,6,6.33886,0
9578,2336.3,2551.07,0.442,0.442,6,6.34744,0
9578,2336.35,2551.51,0.442,0.442,6,6.35531,0
9579,2336.4,2551.95,0.442,0.441999,6,6.36263,0
9579,2336.45,2552.39,0.442,0.442,6,6.36942,0
9580,2336.5,2552.83,0.442,0.442,6,6.37563,0
9580,2336.54,2553.27,0.442,0.442,6,6.38125,0
9581,2336.59,2553.71,0.442,0.442,6,6.38606,0
9581,2336.63,2554.15,0.442,0.442,6,6.38841,0
9581,2336.67,2554.59,0.442,0.442,6,6.39051,0
9582,2336.72,2555.03,0.442,0.441999,6,6.392,0
9582,2336.76,2555.47,0.442,0.442,6,6.3925,0
9583,2336.8,2555.91,0.442,0.442,6,6.39339,0
9583,2336.84,2556.35,0.442,0.441999,6,6.39312,0
9584,2336.88,2556.79,0.442,0.442,6,6.39207,0
9584,2336.92,2557.23,0.442,0.442,6,6.39032,0
9585,2336.96,2557.67,0.442,0.442,6,6.38776,0
9585,2337,2558.11,0.442,0.442,6,6.38356,0
9585,2337.03,2558.55,0.442,0.442,6,6.3791,0
9586,2337.07,2558.99,0.442,0.441999,6,6.37476,0
9586,2337.1,2559.43,0.442,0.442,6,6.36939,0
9587,2337.14,2559.87,0.442,0.442,6,6.36408,0
9587,2337.17,2560.31,0.442,0.441999,6,6.35782,0
9588,2337.21,2560.75,0.442,0.442,6,6.35078,0
9588,2337.24,2561.19,0.442,0.441999,6,6.34271,0
9588,2337.27,2561.63,0.442,0.442,6,6.33399,0
9589,2337.3,2562.07,0.442,0.442,6,6.32396,0
9589,2337.33,2562.51,0.442,0.441999,6,6.31339,0
9589,2337.36,2562.96,0.442,0.442,6,6.30109,0
9590,2337.39,2563.4,0.442,0.442,6,6.28855,0
9590,2337.42,2563.84,0.442,0.442,6,6.27642,0
9591,2337.45,2564.28,0.442,0.442,6,6.26313,0
9591,2337.48,2564.72,0.442,0.442,6,6.24949,0
9592,2337.5,2565.16,0.442,0.442,6,5.81476,0
9592,2337.53,2565.6,0.442,0.442,6,5.83234,0
9592,2337.55,2566.04,0.442,0.442,6,5.84896,0
9593,2337.58,2566.48,0.442,0.442,6,5.86491,0
9593,2337.6,2566.92,0.442,0.441999,6,5.87941,0
9594,2337.62,2567.37,0.442,0.442,6,5.89349,0
9594,2337.65,2567.81,0.442,0.442,6,5.90811,0
9595,2337.67,2568.25,0.442,0.442,6,5.92151,0
9595,2337.69,2568.69,0.442,0.441999,6,5.93417,0
9595,2337.71,2569.13,0.442,0.442,6,5.9462,0
9596,2337.73,2569.57,0.442,0.441999,6,5.95769,0
9596,2337.75,2570.01,0.442,0.441999,6,5.97059,0
9597,2337.77,2570.46,0.442,0.442,6,5.98212,0
9597,2337.79,2570.9,0.442,0.442,6,5.99334,0
9598,2337.81,2571.34,0.442,0.442,6,6.00331,0
9598,2337.82,2571.78,0.442,0.441998,6,6.0125,0
9599,2337.84,2572.22,0.442,0.442,6,6.02165,0
9599,2337.86,2572.66,0.442,0.441999,6,6.02993,0
9599,2337.88,2573.1,0.442,0.442,6,6.038,0
9600,2337.89,2573.55,0.442,0.442,6,6.0453,0
9600,2337.91,2573.99,0.442,0.441999,6,6.05234,0
9600,2337.92,2574.43,0.442,0.442,6,6.05865,0
9601,2337.94,2574.87,0.442,0.442,6,6.06473,0
9601,2337.95,2575.31,0.442,0.441999,6,6.07011,0
9602,2337.96,2575.75,0.442,0.442,6,6.07345,0
9602,2337.97,2576.2,0.442,0.441999,6,6.07633,0
9603,2337.98,2576.64,0.442,0.441999,6,6.07854,0
9603,2337.99,2577.08,0.442,0.441999,6,6.08105,0
9604,2338,2577.52,0.442,0.442,6,6.08256,0
9604,2338.01,2577.96,0.442,0.442,6,6.08341,0
9604,2338.02,2578.4,0.442,0.442,6,6.08398,0
9605,2338.03,2578.85,0.442,0.442,6,6.08376,0
9605,2338.04,2579.29,0.442,0.441999,6,6.08336,0
9606,2338.05,2579.73,0.442,0.441999,6,6.08277,0
9606,2338.05,2580.17,0.442,0.442,6,6.08112,0
9607,2338.06,2580.61,0.442,0.442,6,6.07891,0
9607,2338.06,2581.06,0.442,0.442,6,5.88901,0
9608,2338.07,2581.5,0.442,0.442,6,5.89924,0
9608,2338.07,2581.94,0.442,0.442,6,5.90921,0
9608,2338.08,2582.38,0.442,0.442,6,5.91882,0
9609,2338.08,2582.82,0.442,0.441999,6,5.92777,0
9609,2338.08,2583.26,0.442,0.442,6,5.93614,0
9610,2338.09,2583.71,0.442,0.442,6,5.9441,0
9610,2338.09,2584.15,0.442,0.441999,6,5.95235,0
9610,2338.09,2584.59,0.442,0.442,6,5.96005,0
9611,2338.09,2585.03,0.442,0.442,6,5.96736,0
9611,2338.09,2585.47,0.442,0.441999,6,5.97475,0
9612,2338.1,2585.92,0.442,0.442,6,5.98162,0
9612,2338.1,2586.36,0.442,0.441999,6,5.98732,0
9613,2338.1,2586.8,0.442,0.442,6,5.99297,0
9613,2338.1,2587.24,0.442,0.442,6,5.99975,0
9614,2338.1,2587.68,0.442,0.442,6,6.00595,0
9614,2338.1,2588.13,0.442,0.442,6,6.01185,0
9614,2338.1,2588.57,0.442,0.442,6,6.0165,0
9615,2338.1,2589.01,0.442,0.442,6,6.02126,0
9615,2338.1,2589.45,0.442,0.442,6,6.02539,0
9615,2338.09,2589.89,0.442,0.441999,6,6.02923,0
9616,2338.09,2590.34,0.442,0.442,6,6.03229,0
9616,2338.09,2590.78,0.442,0.442,6,6.03524,0
9617,2338.09,2591.22,0.442,0.442,6,6.03809,0
9617,2338.09,2591.66,0.442,0.442,6,6.04221,0
9618,2338.08,2592.1,0.442,0.442,6,6.04579,0
9618,2338.08,2592.55,0.442,0.442,6,6.04877,0
9619,2338.08,2592.99,0.442,0.442,6,6.05208,0
9619,2338.08,2593.43,0.442,0.442,6,6.05561,0
9620,2338.08,2593.87,0.442,0.441999,6,6.05894,0
9620,2338.07,2594.31,0.442,0.442,6,6.06248,0
9620,2338.07,2594.76,0.442,0.442,6,6.06585,0
9621,2338.07,2595.2,0.442,0.441999,6,6.06918,0
9621,2338.07,2595.64,0.442,0.441999,6,6.07279,0
9622,2338.07,2596.08,0.442,0.442,6,6.07621,0
9622,2338.06,2596.52,0.442,0.442,6,6.07963,0
9623,2338.06,2596.97,0.442,0.442,6,6.0831,0
9623,2338.06,2597.41,0.442,0.442,6,6.08657,0
9623,2338.06,2597.85,0.442,0.441999,6,6.08997,0
9624,2338.06,2598.29,0.442,0.442,6,6.09348,0
9624,2338.05,2598.73,0.442,0.441999,6,6.09684,0
9625,2338.05,2599.18,0.442,0.442,6,6.10039,0
9625,2338.05,2599.62,0.442,0.442,6,6.10371,0
9626,2338.05,2600.06,0.442,0.442,6,6.1073,0
9626,2338.05,2600.5,0.442,0.442,6,6.11099,0
9626,2338.04,2600.94,0.442,0.442,6,6.11402,0
9627,2338.04,2601.39,0.442,0.442,6,6.11767,0
9627,2338.04,2601.83,0.442,0.442,6,6.12089,0
9628,2338.04,2602.27,0.442,0.441999,6,6.12456,0
9628,2338.04,2602.71,0.442,0.442,6,6.12775,0
9629,2338.03,2603.15,0.442,0.442,6,6.13146,0
9629,2338.03,2603.6,0.442,0.442,6,6.13462,0
9629,2338.03,2604.04,0.442,0.442,6,6.13834,0
9630,2338.03,2604.48,0.442,0.442,6,6.14222,0
9630,2338.03,2604.92,0.442,0.442,6,6.14558,0
9631,2338.02,2605.36,0.442,0.442,6,6.28972,0
9631,2338.02,2605.81,0.442,0.442,6,6.28333,0
9632,2338.02,2606.25,0.442,0.442,6,6.27692,0
9632,2338.02,2606.69,0.442,0.442,6,6.27069,0
9633,2338.02,2607.13,0.442,0.442,6,6.26547,0
9633,2338.02,2607.57,0.442,0.442,6,6.26026,0
9633,2338.02,2608.02,0.442,0.442,6,6.25605,0
9634,2338.02,2608.46,0.442,0.442,6,6.25177,0
9634,2338.02,2608.9,0.442,0.442,6,6.24861,0
9635,2338.02,2609.34,0.442,0.442,6,6.24524,0
9635,2338.03,2609.78,0.442,0.442,6,6.24316,0
9636,2338.03,2610.23,0.442,0.442,6,6.2407,0
9636,2338.03,2610.67,0.442,0.442,6,6.23821,0
9636,2338.03,2611.11,0.442,0.442,6,6.23543,0
9637,2338.03,2611.55,0.442,0.442,6,6.23234,0
9637,2338.03,2611.99,0.442,0.442,6,6.22924,0
9638,2338.04,2612.44,0.442,0.442,6,6.22697,0
9638,2338.04,2612.88,0.442,0.442,6,6.22448,0
9638,2338.04,2613.32,0.442,0.442,6,6.22347,0
9639,2338.05,2613.76,0.442,0.442,6,6.22182,0
9639,2338.05,2614.2,0.442,0.442,6,6.21978,0
9640,2338.05,2614.65,0.442,0.442,6,6.21785,0
9640,2338.05,2615.09,0.442,0.442,6,6.21634,0
9640,2338.06,2615.53,0.442,0.442,6,6.21436,0
9641,2338.06,2615.97,0.442,0.442,6,6.21292,0
9641,2338.06,2616.41,0.442,0.442,6,6.2109,0
9642,2338.07,2616.86,0.442,0.442,6,6.20869,0
9642,2338.07,2617.3,0.442,0.442,6,6.20712,0
9642,2338.07,2617.74,0.442,0.442,6,6.20534,0
9643,2338.07,2618.18,0.442,0.442,6,6.20339,0
9643,2338.08,2618.62,0.442,0.442,6,6.20128,0
9644,2338.08,2619.07,0.442,0.442,6,6.19772,0
9644,2338.08,2619.51,0.442,0.442,6,6.19438,0
9645,2338.08,2619.95,0.442,0.442,6,6.19085,0
9645,2338.08,2620.39,0.442,0.442,6,6.18696,0
9645,2338.08,2620.83,0.442,0.442,6,6.18296,0
9646,2338.08,2621.28,0.442,0.442,6,6.17947,0
9646,2338.08,2621.72,0.442,0.442,6,6.17539,0
9647,2338.08,2622.16,0.442,0.442,6,6.16983,0
9647,2338.08,2622.6,0.442,0.442,6,6.16455,0
9648,2338.08,2623.04,0.442,0.442,6,6.15911,0
9648,2338.08,2623.49,0.442,0.442,6,6.15267,0
9649,2338.08,2623.93,0.442,0.442,6,6.14638,0
9649,2338.08,2624.37,0.442,0.442,6,6.13936,0
9649,2338.07,2624.81,0.442,0.442,6,6.13221,0
9650,2338.07,2625.25,0.442,0.442,6,6.12401,0
9650,2338.07,2625.7,0.442,0.442,6,6.11594,0
9651,2338.06,2626.14,0.442,0.442,6,6.10785,0
9651,2338.06,2626.58,0.442,0.442,6,6.10053,0
9652,2338.06,2627.02,0.442,0.442,6,6.09308,0
9652,2338.06,2627.46,0.442,0.442,6,6.08705,0
9653,2338.06,2627.91,0.442,0.442,6,6.0805,0
9653,2338.05,2628.35,0.442,0.442,6,6.07339,0
9653,2338.05,2628.79,0.442,0.442,6,6.06662,0
9654,2338.05,2629.23,0.442,0.442,6,6.05999,0
9654,2338.05,2629.67,0.442,0.442,6,6.05323,0
9655,2338.04,2630.12,0.442,0.442,6,6.04644,0
9655,2338.04,2630.56,0.442,0.442,6,6.0399,0
9656,2338.04,2631,0.442,0.442,6,6.0332,0
9656,2338.04,2631.44,0.442,0.442,6,6.02652,0
9657,2338.04,2631.88,0.442,0.442,6,6.01986,0
9657,2338.04,2632.33,0.442,0.442,6,6.01314,0
9657,2338.03,2632.77,0.442,0.442,6,6.00652,0
9658,2338.03,2633.21,0.442,0.442,6,5.99996,0
9658,2338.03,2633.65,0.442,0.442,6,5.99307,0
9659,2338.03,2634.09,0.442,0.442,6,5.92724,0
9659,2338.03,2634.54,0.442,0.442,6,5.9251,0
9660,2338.02,2634.98,0.442,0.442,6,5.92331,0
9660,2338.02,2635.42,0.442,0.442,6,5.92166,0
9660,2338.02,2635.86,0.442,0.442,6,5.92136,0
9661,2338.02,2636.3,0.442,0.442,6,5.92083,0
9661,2338.02,2636.75,0.442,0.442,6,5.92137,0
9662,2338.02,2637.19,0.442,0.442,6,5.92184,0
9662,2338.02,2637.63,0.442,0.442,6,5.92242,0
9663,2338.02,2638.07,0.442,0.442,6,5.9218,0
9663,2338.02,2638.51,0.442,0.442,6,5.92178,0
9664,2338.02,2638.96,0.442,0.442,6,5.92214,0
9664,2338.02,2639.4,0.442,0.442,6,5.92247,0
9664,2338.02,2639.84,0.442,0.442,6,5.92301,0
9665,2338.02,2640.28,0.442,0.442,6,5.92443,0
9665,2338.03,2640.72,0.442,0.442,6,5.92605,0
9666,2338.03,2641.17,0.442,0.442,6,5.92844,0
9666,2338.03,2641.61,0.442,0.442,6,5.93107,0
9667,2338.03,2642.05,0.442,0.442,6,5.93443,0
9667,2338.04,2642.49,0.442,0.442,6,5.93805,0
9668,2338.04,2642.93,0.442,0.442,6,5.94185,0
9668,2338.05,2643.38,0.442,0.442,6,5.94608,0
9668,2338.05,2643.82,0.442,0.442,6,5.95038,0
9669,2338.05,2644.26,0.442,0.442,6,5.95418,0
9669,2338.06,2644.7,0.442,0.442,6,5.95859,0
9670,2338.06,2645.14,0.442,0.442,6,5.96443,0
9670,2338.07,2645.59,0.442,0.442,6,5.97007,0
9671,2338.08,2646.03,0.442,0.442,6,5.97643,0
9671,2338.08,2646.47,0.442,0.442,6,5.98305,0
9671,2338.09,2646.91,0.442,0.442,6,5.98986,0
9672,2338.1,2647.35,0.442,0.442,6,5.99703,0
9672,2338.1,2647.8,0.442,0.442,6,6.00427,0
9673,2338.11,2648.24,0.442,0.441999,6,6.01115,0
9673,2338.12,2648.68,0.442,0.442,6,6.01851,0
9674,2338.13,2649.12,0.442,0.442,6,6.02517,0
9674,2338.13,2649.56,0.442,0.442,6,6.03255,0
9674,2338.14,2650.01,0.442,0.442,6,6.0414,0
9675,2338.15,2650.45,0.442,0.441999,6,6.04997,0
9675,2338.16,2650.89,0.442,0.442,6,6.05871,0
9676,2338.17,2651.33,0.442,0.442,6,6.06806,0
9676,2338.18,2651.77,0.442,0.442,6,6.07728,0
9677,2338.19,2652.21,0.442,0.442,6,6.08614,0
9677,2338.2,2652.66,0.442,0.442,6,6.09543,0
9678,2338.2,2653.1,0.442,0.441999,6,6.29852,0
9678,2338.21,2653.54,0.442,0.442,6,6.29306,0
9678,2338.22,2653.98,0.442,0.442,6,6.28704,0
9679,2338.23,2654.42,0.442,0.442,6,6.28158,0
9679,2338.24,2654.87,0.442,0.441999,6,6.27626,0
9680,2338.25,2655.31,0.442,0.442,6,6.27207,0
9680,2338.26,2655.75,0.442,0.442,6,6.26777,0
9681,2338.27,2656.19,0.442,0.442,6,6.26456,0
9681,2338.28,2656.63,0.442,0.441999,6,6.26119,0
9681,2338.3,2657.07,0.442,0.442,6,6.25905,0
9682,2338.31,2657.52,0.442,0.442,6,6.25658,0
9682,2338.32,2657.96,0.442,0.442,6,6.2541,0
9683,2338.33,2658.4,0.442,0.442,6,6.25122,0
9683,2338.35,2658.84,0.442,0.441999,6,6.24813,0
9684,2338.36,2659.28,0.442,0.441999,6,6.24382,0
9684,2338.37,2659.72,0.442,0.442,6,6.23984,0
9685,2338.38,2660.17,0.442,0.442,6,6.23439,0
9685,2338.39,2660.61,0.442,0.442,6,6.22946,0
9685,2338.39,2661.05,0.442,0.442,6,6.22294,0
9686,2338.4,2661.49,0.442,0.442,6,6.21707,0
9686,2338.41,2661.93,0.442,0.442,6,6.21128,0
9687,2338.42,2662.37,0.442,0.442,6,6.206,0
9687,2338.43,2662.82,0.442,0.442,6,6.20036,0
9688,2338.44,2663.26,0.442,0.442,6,6.19451,0
9688,2338.45,2663.7,0.442,0.442,6,6.18885,0
9688,2338.46,2664.14,0.442,0.442,6,6.18307,0
9689,2338.47,2664.58,0.442,0.442,6,6.17741,0
9689,2338.48,2665.03,0.442,0.442,6,6.17155,0
9690,2338.48,2665.47,0.442,0.441999,6,6.16584,0
9690,2338.49,2665.91,0.442,0.442,6,6.16014,0
9691,2338.5,2666.35,0.442,0.442,6,6.15435,0
9691,2338.51,2666.79,0.442,0.441999,6,6.14861,0
9692,2338.52,2667.23,0.442,0.442,6,6.14283,0
9692,2338.53,2667.68,0.442,0.442,6,6.13703,0
9693,2338.54,2668.12,0.442,0.442,6,6.13133,0
9693,2338.55,2668.56,0.442,0.442,6,6.1255,0
9693,2338.56,2669,0.442,0.442,6,6.11961,0
9694,2338.56,2669.44,0.442,0.442,6,6.11414,0
9694,2338.57,2669.89,0.442,0.442,6,6.10827,0
9695,2338.58,2670.33,0.442,0.441999,6,6.10262,0
9695,2338.59,2670.77,0.442,0.442,6,6.0967,0
9696,2338.6,2671.21,0.442,0.442,6,6.09112,0
9696,2338.61,2671.65,0.442,0.442,6,6.08517,0
9697,2338.62,2672.1,0.442,0.442,6,6.0791,0
9697,2338.63,2672.54,0.442,0.442,6,6.07171,0
9697,2338.63,2672.98,0.442,0.442,6,6.06459,0
9698,2338.64,2673.42,0.442,0.442,6,6.05621,0
9698,2338.65,2673.86,0.442,0.442,6,6.0481,0
9699,2338.65,2674.3,0.442,0.442,6,6.03876,0
9699,2338.66,2674.75,0.442,0.442,6,6.02971,0
9700,2338.66,2675.19,0.442,0.441999,6,6.01931,0
9700,2338.67,2675.63,0.442,0.442,6,6.00934,0
9701,2338.67,2676.07,0.442,0.442,6,5.99939,0
9701,2338.67,2676.51,0.442,0.442,6,5.98816,0
9702,2338.68,2676.96,0.442,0.441999,6,5.97727,0
9702,2338.68,2677.4,0.442,0.441999,6,5.82556,0
9702,2338.69,2677.84,0.442,0.442,6,5.82629,0
9703,2338.69,2678.28,0.442,0.442,6,5.82685,0
9703,2338.7,2678.72,0.442,0.442,6,5.82761,0
9704,2338.7,2679.17,0.442,0.442,6,5.82843,0
9704,2338.7,2679.61,0.442,0.442,6,5.82877,0
9705,2338.71,2680.05,0.442,0.442,6,5.82955,0
9705,2338.71,2680.49,0.442,0.442,6,5.83005,0
9705,2338.72,2680.93,0.442,0.442,6,5.83084,0
9706,2338.72,2681.38,0.442,0.442,6,5.83134,0
9706,2338.72,2681.82,0.442,0.442,6,5.83214,0
9707,2338.73,2682.26,0.442,0.442,6,5.83262,0
9707,2338.73,2682.7,0.442,0.442,6,5.83344,0
9707,2338.74,2683.14,0.442,0.442,6,5.83436,0
9708,2338.74,2683.59,0.442,0.442,6,5.83677,0
9708,2338.75,2684.03,0.442,0.442,6,5.83879,0
9709,2338.75,2684.47,0.442,0.442,6,5.84203,0
9709,2338.76,2684.91,0.442,0.442,6,5.84501,0
9710,2338.77,2685.35,0.442,0.442,6,5.84929,0
9710,2338.77,2685.79,0.442,0.442,6,5.8532,0
9710,2338.78,2686.24,0.442,0.442,6,5.85711,0
9711,2338.79,2686.68,0.442,0.442,6,5.8606,0
9711,2338.8,2687.12,0.442,0.442,6,5.86396,0
9712,2338.8,2687.56,0.442,0.441999,6,5.86597,0
9712,2338.81,2688,0.442,0.442,6,5.86847,0
9712,2338.81,2688.45,0.442,0.441999,6,5.87151,0
9713,2338.82,2688.89,0.442,0.442,6,5.87428,0
9713,2338.83,2689.33,0.442,0.441999,6,5.87684,0
9714,2338.83,2689.77,0.442,0.442,6,5.87966,0
9714,2338.84,2690.21,0.442,0.442,6,5.88211,0
9715,2338.84,2690.66,0.442,0.442,6,5.88493,0
9715,2338.85,2691.1,0.442,0.442,6,5.88785,0
9716,2338.86,2691.54,0.442,0.441999,6,5.89225,0
9716,2338.86,2691.98,0.442,0.442,6,5.89624,0
9717,2338.87,2692.42,0.442,0.442,6,5.9015,0
9717,2338.88,2692.87,0.442,0.441999,6,5.90643,0
9717,2338.89,2693.31,0.442,0.442,6,5.91277,0
9718,2338.9,2693.75,0.442,0.442,2,5.91864,0
9718,2338.91,2694.19,0.442,0.442,2,5.92376,0
9719,2338.92,2694.63,0.442,0.442,2,5.92934,0
9719,2338.93,2695.07,0.442,0.442,2,5.93487,0
9720,2338.94,2695.52,0.442,0.441999,2,5.94067,0
9720,2338.94,2695.96,0.442,0.442,2,5.94622,0
9721,2338.95,2696.4,0.442,0.441999,2,5.9519,0
9721,2338.96,2696.84,0.442,0.442,2,5.9574,0
9721,2338.97,2697.28,0.442,0.442,2,5.96316,0
9722,2338.98,2697.73,0.442,0.442,2,5.96863,0
9722,2338.99,2698.17,0.442,0.442,2,5.97442,0
9723,2339,2698.61,0.442,0.442,2,5.97985,0
9723,2339.01,2699.05,0.442,0.442,2,5.98568,0
9724,2339.02,2699.49,0.442,0.442,2,5.99108,0
9724,2339.03,2699.93,0.442,0.442,2,5.99633,0
9725,2339.03,2700.38,0.442,0.441999,2,6.00032,0
9725,2339.04,2700.82,0.442,0.442,2,6.00448,0
9725,2339.05,2701.26,0.442,0.442,2,6.00764,0
9726,2339.05,2701.7,0.442,0.441999,2,6.01086,0
9726,2339.06,2702.14,0.442,0.442,2,6.01294,0
9727,2339.06,2702.59,0.442,0.442,2,6.0152,0
9727,2339.07,2703.03,0.442,0.442,2,6.01741,0
9728,2339.08,2703.47,0.442,0.442,2,6.0373,0
9728,2339.08,2703.91,0.442,0.442,2,6.03881,0
9729,2339.09,2704.35,0.442,0.442,2,6.04183,0
9729,2339.1,2704.79,0.442,0.442,2,6.04407,0
9729,2339.1,2705.24,0.442,0.441999,2,6.04612,0
9730,2339.11,2705.68,0.442,0.442,2,6.04858,0
9730,2339.12,2706.12,0.442,0.441999,2,6.0505,0
9731,2339.12,2706.56,0.442,0.442,2,6.05104,0
9731,2339.13,2707,0.442,0.442,2,6.05174,0
9732,2339.13,2707.45,0.442,0.441999,2,6.05173,0
9732,2339.14,2707.89,0.442,0.442,2,6.05144,0
9733,2339.14,2708.33,0.442,0.442,2,6.05096,0
9733,2339.14,2708.77,0.442,0.441999,2,6.05012,0
9733,2339.15,2709.21,0.442,0.442,2,6.04917,0
9734,2339.15,2709.66,0.442,0.442,2,6.04871,0
9734,2339.16,2710.1,0.442,0.442,2,6.04763,0
9735,2339.16,2710.54,0.442,0.442,2,6.04633,0
9735,2339.16,2710.98,0.442,0.441999,2,6.04608,0
9736,2339.17,2711.42,0.442,0.442,2,6.04526,0
9736,2339.17,2711.87,0.442,0.441999,2,6.04445,0
9736,2339.18,2712.31,0.442,0.442,2,6.04332,0
9737,2339.18,2712.75,0.442,0.442,2,6.0409,0
9737,2339.18,2713.19,0.442,0.442,2,6.03856,0
9738,2339.18,2713.63,0.442,0.442,2,6.03715,0
9738,2339.19,2714.08,0.442,0.441999,2,6.03534,0
9738,2339.19,2714.52,0.442,0.442,2,6.03356,0
9739,2339.19,2714.96,0.442,0.442,2,6.03147,0
9739,2339.19,2715.4,0.442,0.442,2,6.02914,0
9740,2339.19,2715.84,0.442,0.442,2,6.02565,0
9740,2339.19,2716.29,0.442,0.441999,2,6.0188,0
9741,2339.19,2716.73,0.442,0.441999,2,6.00959,0
9741,2339.18,2717.17,0.442,0.442,2,5.99725,0
9742,2339.17,2717.61,0.442,0.442,2,5.98153,0
9742,2339.16,2718.05,0.442,0.442,2,5.9637,0
9742,2339.14,2718.49,0.442,0.442,2,5.94365,0
9743,2339.12,2718.94,0.442,0.442,2,5.9215,0
9743,2339.1,2719.38,0.442,0.441999,2,5.89713,0
9744,2339.08,2719.82,0.442,0.442,2,5.87233,0
9744,2339.06,2720.26,0.442,0.441999,2,5.84509,0
9745,2339.04,2720.7,0.442,0.441999,2,5.81708,0
9745,2339.01,2721.14,0.442,0.442,2,5.78709,0
9746,2338.99,2721.58,0.442,0.441999,2,5.75607,0
9746,2338.96,2722.02,0.441999,0.442,2,5.72348,0
9746,2338.93,2722.47,0.442,0.442,2,5.68966,0
9747,2338.9,2722.91,0.441999,0.441999,2,5.65415,0
9747,2338.87,2723.35,0.441999,0.441999,2,5.61731,0
9748,2338.83,2723.79,0.442,0.441999,2,5.50862,0
9748,2338.79,2724.23,0.442,0.442,2,5.47506,0
9749,2338.76,2724.67,0.442,0.441999,2,5.44191,0
9749,2338.72,2725.11,0.441999,0.442,2,5.40753,0
9749,2338.69,2725.55,0.442,0.442,2,5.37173,0
9750,2338.65,2725.99,0.441999,0.442,2,5.3351,0
9750,2338.61,2726.43,0.442,0.442,2,5.29724,0
9751,2338.57,2726.87,0.442,0.442,2,5.25908,0
9751,2338.53,2727.31,0.441999,0.441999,2,5.22039,0
9752,2338.48,2727.75,0.442,0.442,2,5.18076,0
9752,2338.44,2728.19,0.442,0.442,2,5.141,0
9753,2338.4,2728.63,0.442,0.441999,2,5.10267,0
9753,2338.36,2729.07,0.442,0.442,2,5.06361,0
9753,2338.32,2729.51,0.442,0.442,2,5.02491,0
9754,2338.28,2729.95,0.442,0.442,2,4.98603,0
9754,2338.24,2730.39,0.442,0.442,2,4.947,0
9755,2338.2,2730.83,0.442,0.442,2,4.90818,0
9755,2338.16,2731.27,0.442,0.442,2,4.86941,0
9756,2338.11,2731.71,0.442,0.442,2,4.83037,0
9756,2338.07,2732.15,0.442,0.442,2,4.7916,0
9756,2338.03,2732.59,0.442,0.442,2,4.75279,0
9757,2337.99,2733.03,0.442,0.442,2,4.71443,0
9757,2337.95,2733.47,0.442,0.442,2,4.6772,0
9758,2337.91,2733.91,0.442,0.442,2,4.63993,0
9758,2337.87,2734.35,0.442,0.442,2,4.60286,0
9759,2337.84,2734.79,0.442,0.442,2,4.56645,0
9759,2337.8,2735.23,0.442,0.442,2,4.53011,0
9759,2337.76,2735.67,0.442,0.442,2,4.49487,0
9760,2337.72,2736.11,0.442,0.442,2,4.45978,0
9760,2337.69,2736.55,0.442,0.442,2,4.42501,0
9761,2337.65,2736.99,0.442,0.442,2,4.3905,0
9761,2337.61,2737.43,0.442,0.442,2,4.35674,0
9762,2337.58,2737.87,0.442,0.442,2,4.32323,0
9762,2337.54,2738.31,0.442,0.442,2,4.29005,0
9763,2337.51,2738.75,0.442,0.442,2,4.25774,0
9763,2337.47,2739.19,0.442,0.442,2,4.22584,0
9763,2337.44,2739.63,0.442,0.441999,2,4.19469,0
9764,2337.41,2740.07,0.442,0.442,2,4.16352,0
9764,2337.37,2740.51,0.442,0.442,2,4.13282,0
9765,2337.34,2740.95,0.442,0.442,2,4.10218,0
9765,2337.31,2741.4,0.442,0.442,2,4.07217,0
9766,2337.28,2741.84,0.442,0.442,2,4.04261,0
9766,2337.25,2742.28,0.442,0.442,2,4.0138,0
9767,2337.22,2742.72,0.442,0.441999,2,3.98566,0
9767,2337.19,2743.16,0.442,0.441999,2,3.95762,0
9767,2337.16,2743.6,0.442,0.441999,2,3.93017,0
9768,2337.13,2744.04,0.442,0.442,2,3.9034,0
9768,2337.1,2744.48,0.442,0.442,2,3.87709,0
