t,x,y,vd,xyd,nd,d,st
26590,179.53,2430.95,0.442,0.441999,9.7,9.66835,0
26590,179.417,2430.52,0.442,0.442,9.7,9.68092,0
26590,179.305,2430.1,0.442,0.442,9.7,9.69358,0
26591,179.193,2429.67,0.442,0.442,9.7,9.70596,0
26591,179.081,2429.24,0.442,0.441999,9.7,9.71792,0
26592,178.969,2428.82,0.442,0.441999,9.7,9.72969,0
26592,178.858,2428.39,0.442,0.442,9.7,9.74127,0
26593,178.747,2427.96,0.442,0.442,9.7,9.75245,0
26593,178.636,2427.53,0.442,0.442,9.7,9.76358,0
26593,178.525,2427.1,0.442,0.441999,9.7,9.77442,0
26594,178.415,2426.68,0.442,0.442,9.7,9.78516,0
26594,178.305,2426.25,0.442,0.442,9.7,9.79568,0
26595,178.194,2425.82,0.442,0.442,9.7,9.80603,0
26595,178.084,2425.39,0.442,0.442,9.7,9.81612,0
26596,177.975,2424.97,0.442,0.441999,9.7,9.82606,0
26596,177.865,2424.54,0.442,0.442,9.7,9.83581,0
26597,177.756,2424.11,0.442,0.441999,9.7,9.84529,0
26597,177.646,2423.68,0.442,0.442,9.7,9.8546,0
26598,177.537,2423.25,0.442,0.442,9.7,9.86384,0
26598,177.428,2422.82,0.442,0.441999,9.7,9.87289,0
26598,177.32,2422.4,0.442,0.442,9.7,9.88173,0
26599,177.211,2421.97,0.442,0.442,9.7,9.89035,0
26599,177.103,2421.54,0.442,0.442,9.7,9.89877,0
26600,176.994,2421.11,0.442,0.442,9.7,9.90733,0
26600,176.886,2420.68,0.442,0.441999,9.7,9.91556,0
26601,176.778,2420.25,0.442,0.442,9.7,9.92345,0
26601,176.671,2419.83,0.442,0.441999,9.7,9.93108,0
26601,176.564,2419.4,0.442,0.441999,9.7,9.93833,0
26602,176.457,2418.97,0.442,0.442,9.7,9.9454,0
26602,176.35,2418.54,0.442,0.442,9.7,9.95225,0
26603,176.243,2418.11,0.442,0.442,9.7,9.95876,0
26603,176.137,2417.68,0.442,0.441999,9.7,9.96509,0
26604,176.031,2417.25,0.442,0.441999,9.7,9.97127,0
26604,175.925,2416.82,0.442,0.442,9.7,9.97717,0
26604,175.819,2416.4,0.442,0.442,9.7,9.98287,0
26605,175.714,2415.97,0.442,0.442,9.7,9.98834,0
26605,175.609,2415.54,0.442,0.441999,9.7,9.99371,0
26606,175.503,2415.11,0.442,0.442,9.7,9.99877,0
26606,175.399,2414.68,0.442,0.442,9.7,10.0036,0
26607,175.294,2414.25,0.442,0.442,9.7,10.0084,0
26607,175.189,2413.82,0.442,0.442,9.7,10.0129,0
26608,175.085,2413.39,0.442,0.442,9.7,10.0172,0
26608,174.981,2412.96,0.442,0.441999,9.7,10.0212,0
26608,174.877,2412.53,0.442,0.441999,9.7,10.0249,0
26609,174.774,2412.1,0.442,0.442,9.7,10.0282,0
26609,174.671,2411.67,0.442,0.442,9.7,10.0313,0
26610,174.568,2411.24,0.442,0.442,9.7,10.034,0
26610,174.465,2410.81,0.442,0.442,9.7,10.0365,0
26611,174.363,2410.38,0.442,0.442,9.7,10.0388,0
26611,174.261,2409.95,0.442,0.442,9.7,10.0408,0
26611,174.159,2409.52,0.442,0.442,9.7,10.0425,0
26612,174.057,2409.09,0.442,0.442,9.7,10.0439,0
26612,173.956,2408.66,0.442,0.441999,9.7,10.0451,0
26613,173.855,2408.23,0.442,0.442,9.7,10.0462,0
26613,173.754,2407.8,0.442,0.441999,9.7,10.047,0
26613,173.654,2407.37,0.442,0.442,9.7,10.0471,0
26614,173.554,2406.94,0.442,0.442,9.7,8.36532,0
26614,173.454,2406.51,0.442,0.441999,9.7,8.40005,0
26615,173.354,2406.08,0.442,0.442,9.7,8.43441,0
26615,173.255,2405.65,0.442,0.442,9.7,8.46848,0
26616,173.156,2405.22,0.442,0.442,9.7,8.50207,0
26616,173.057,2404.79,0.442,0.441999,9.7,8.53545,0
26617,172.959,2404.36,0.442,0.442,9.7,8.5683,0
26617,172.861,2403.93,0.442,0.442,9.7,8.60094,0
26618,172.764,2403.5,0.442,0.441999,9.7,8.63293,0
26618,172.667,2403.07,0.442,0.442,9.7,8.66474,0
26618,172.57,2402.64,0.442,0.441999,9.7,8.69639,0
26619,172.473,2402.2,0.442,0.442,9.7,8.72769,0
26619,172.377,2401.77,0.442,0.442,9.7,8.75868,0
26620,172.281,2401.34,0.442,0.442,9.7,8.78932,0
26620,172.185,2400.91,0.442,0.442,9.7,8.81965,0
26621,172.089,2400.48,0.442,0.441999,9.7,8.84984,0
26621,171.994,2400.05,0.442,0.442,9.7,8.87966,0
26621,171.899,2399.62,0.442,0.442,9.7,8.90948,0
26622,171.804,2399.18,0.442,0.441999,9.7,8.93892,0
26622,171.71,2398.75,0.442,0.442,9.7,8.96795,0
26623,171.616,2398.32,0.442,0.441999,9.7,8.99662,0
26623,171.522,2397.89,0.442,0.442,9.7,9.02495,0
26624,171.429,2397.46,0.442,0.442,9.7,9.05279,0
26624,171.336,2397.03,0.442,0.441999,9.7,9.08029,0
26625,171.243,2396.59,0.442,0.441999,9.7,9.1074,0
26625,171.151,2396.16,0.442,0.442,9.7,9.13417,0
26625,171.059,2395.73,0.442,0.442,9.7,9.16065,0
26626,170.967,2395.3,0.442,0.442,9.7,9.18673,0
26626,170.876,2394.86,0.442,0.442,9.7,9.21247,0
26627,170.785,2394.43,0.442,0.441999,9.7,9.23802,0
26627,170.694,2394,0.442,0.442,9.7,9.26318,0
26628,170.604,2393.57,0.442,0.441999,9.7,9.2877,0
26628,170.515,2393.13,0.442,0.442,9.7,9.31194,0
26628,170.425,2392.7,0.442,0.441999,9.7,9.3358,0
26629,170.336,2392.27,0.442,0.442,9.7,9.35929,0
26629,170.248,2391.84,0.442,0.442,9.7,9.3823,0
26630,170.159,2391.4,0.442,0.442,9.7,9.40508,0
26630,170.072,2390.97,0.442,0.442,9.7,9.42751,0
26631,169.984,2390.54,0.442,0.442,9.7,9.44964,0
26631,169.896,2390.1,0.442,0.442,9.7,9.47142,0
26631,169.81,2389.67,0.442,0.442,9.7,9.49287,0
26632,169.723,2389.24,0.442,0.442,9.7,9.51394,0
26632,169.637,2388.8,0.442,0.442,9.7,9.53434,0
26633,169.551,2388.37,0.442,0.441999,9.7,9.55448,0
26633,169.466,2387.94,0.442,0.442,9.7,9.57428,0
26634,169.381,2387.5,0.442,0.442,9.7,9.59394,0
26634,169.296,2387.07,0.442,0.442,9.7,9.61322,0
26635,169.211,2386.64,0.442,0.442,9.7,9.63241,0
26635,169.127,2386.2,0.442,0.441999,9.7,9.65118,0
26636,169.043,2385.77,0.442,0.442,9.7,9.66959,0
26636,168.959,2385.33,0.442,0.441999,9.7,9.68752,0
26636,168.876,2384.9,0.442,0.442,9.7,9.70515,0
26637,168.793,2384.47,0.442,0.442,9.7,9.72256,0
26637,168.71,2384.03,0.442,0.442,9.7,9.73952,0
26638,168.628,2383.6,0.442,0.442,9.7,9.75621,0
26638,168.546,2383.16,0.442,0.442,9.7,9.77245,0
26639,168.465,2382.73,0.442,0.441999,9.7,9.78809,0
26639,168.384,2382.3,0.442,0.442,9.7,9.80342,0
26640,168.303,2381.86,0.442,0.441999,9.7,9.81855,0
26640,168.222,2381.43,0.442,0.442,9.7,9.83332,0
26641,168.142,2380.99,0.442,0.442,9.7,9.84773,0
26641,168.063,2380.56,0.442,0.442,9.7,9.8617,0
26641,167.983,2380.12,0.442,0.441999,9.7,9.87532,0
26642,167.905,2379.69,0.442,0.442,9.7,9.88852,0
26642,167.826,2379.25,0.442,0.442,9.7,9.90138,0
26643,167.748,2378.82,0.442,0.442,9.7,9.91401,0
26643,167.67,2378.38,0.442,0.442,9.7,9.92624,0
26644,167.592,2377.95,0.442,0.442,9.7,9.93812,0
26644,167.515,2377.51,0.442,0.441999,9.7,9.94968,0
26645,167.438,2377.08,0.442,0.442,9.7,9.96084,0
26645,167.361,2376.64,0.442,0.442,9.7,9.97178,0
26645,167.285,2376.21,0.442,0.441999,9.7,9.98226,0
26646,167.21,2375.77,0.442,0.441999,9.7,9.99213,0
26646,167.134,2375.34,0.442,0.442,9.7,10.0017,0
26647,167.059,2374.9,0.442,0.442,9.7,10.011,0
26647,166.984,2374.47,0.442,0.442,9.7,10.0199,0
26648,166.91,2374.03,0.442,0.442,9.7,10.0285,0
26648,166.836,2373.6,0.442,0.442,9.7,10.0365,0
26648,166.763,2373.16,0.442,0.442,9.7,10.0442,0
26649,166.69,2372.72,0.442,0.442,9.7,10.0518,0
26649,166.617,2372.29,0.442,0.442,9.7,10.059,0
26650,166.544,2371.85,0.442,0.442,9.7,10.0658,0
26650,166.472,2371.42,0.442,0.442,9.7,10.0724,0
26651,166.4,2370.98,0.442,0.442,9.7,10.0785,0
26651,166.328,2370.54,0.442,0.442,9.7,10.0844,0
26651,166.257,2370.11,0.442,0.442,9.7,10.0899,0
26652,166.185,2369.67,0.442,0.442,9.7,10.0953,0
26652,166.115,2369.24,0.442,0.442,9.7,10.1003,0
26653,166.044,2368.8,0.442,0.442,9.7,10.1047,0
26653,165.974,2368.36,0.442,0.442,9.7,10.1089,0
26654,165.905,2367.93,0.442,0.442,9.7,10.1127,0
26654,165.835,2367.49,0.442,0.442,9.7,10.1164,0
26654,165.766,2367.05,0.442,0.442,9.7,10.1197,0
26655,165.697,2366.62,0.442,0.442,9.7,10.1227,0
26655,165.629,2366.18,0.442,0.442,9.7,10.1255,0
26656,165.56,2365.74,0.442,0.442,9.7,10.1283,0
26656,165.492,2365.31,0.442,0.442,9.7,10.1307,0
26656,165.424,2364.87,0.442,0.441999,9.7,10.1328,0
26657,165.356,2364.43,0.442,0.442,9.7,10.1345,0
26657,165.289,2364,0.442,0.442,9.7,10.1359,0
26658,165.222,2363.56,0.442,0.442,9.7,10.137,0
26658,165.155,2363.12,0.442,0.442,9.7,10.1377,0
26659,165.089,2362.69,0.442,0.442,9.7,10.1383,0
26659,165.023,2362.25,0.442,0.441999,9.7,10.1385,0
26660,164.957,2361.81,0.442,0.442,9.7,10.1385,0
26660,164.892,2361.38,0.442,0.442,9.7,8.74102,0
26660,164.826,2360.94,0.442,0.442,9.7,8.76547,0
26661,164.761,2360.5,0.442,0.442,9.7,8.78965,0
26661,164.697,2360.07,0.442,0.442,9.7,8.8137,0
26662,164.632,2359.63,0.442,0.442,9.7,8.83742,0
26662,164.568,2359.19,0.442,0.442,9.7,8.86067,0
26663,164.504,2358.75,0.442,0.442,9.7,8.8837,0
26663,164.441,2358.32,0.442,0.441999,9.7,8.90646,0
26663,164.378,2357.88,0.442,0.441999,9.7,8.92897,0
26664,164.315,2357.44,0.442,0.442,9.7,8.9512,0
26664,164.252,2357,0.442,0.441999,9.7,8.97301,0
26665,164.19,2356.57,0.442,0.442,9.7,8.99459,0
26665,164.128,2356.13,0.442,0.442,9.7,9.01577,0
26665,164.066,2355.69,0.442,0.442,9.7,9.03679,0
26666,164.004,2355.26,0.442,0.442,9.7,9.05744,0
26666,163.943,2354.82,0.442,0.441999,9.7,9.07791,0
26667,163.882,2354.38,0.442,0.442,9.7,9.09813,0
26667,163.822,2353.94,0.442,0.441999,9.7,9.11795,0
26668,163.761,2353.5,0.442,0.442,9.7,9.13763,0
26668,163.701,2353.07,0.442,0.441999,9.7,9.15705,0
26669,163.641,2352.63,0.442,0.442,9.7,9.17627,0
26669,163.581,2352.19,0.442,0.441999,9.7,9.1952,0
26669,163.522,2351.75,0.442,0.442,9.7,9.2139,0
26670,163.462,2351.32,0.442,0.442,9.7,9.23238,0
26670,163.403,2350.88,0.442,0.442,9.7,9.25057,0
26671,163.344,2350.44,0.442,0.442,9.7,9.26863,0
26671,163.286,2350,0.442,0.442,9.7,9.28634,0
26671,163.228,2349.56,0.442,0.442,9.7,9.30387,0
26672,163.17,2349.13,0.442,0.442,9.7,9.32112,0
26672,163.112,2348.69,0.442,0.442,9.7,9.33816,0
26673,163.054,2348.25,0.442,0.442,9.7,9.35499,0
26673,162.997,2347.81,0.442,0.442,9.7,9.3716,0
26674,162.939,2347.37,0.442,0.442,9.7,9.38796,0
26674,162.882,2346.94,0.442,0.441999,9.7,9.40421,0
26675,162.826,2346.5,0.442,0.442,9.7,9.4202,0
26675,162.769,2346.06,0.442,0.442,9.7,9.43595,0
26675,162.713,2345.62,0.442,0.442,9.7,9.45151,0
26676,162.656,2345.18,0.442,0.442,9.7,9.46685,0
26676,162.6,2344.74,0.442,0.441999,9.7,9.48209,0
26677,162.545,2344.31,0.442,0.442,9.7,9.49707,0
26677,162.489,2343.87,0.442,0.442,9.7,9.51186,0
26678,162.434,2343.43,0.442,0.442,9.7,9.52642,0
26678,162.378,2342.99,0.442,0.442,9.7,9.54078,0
26679,162.323,2342.55,0.442,0.442,9.7,9.555,0
26679,162.268,2342.11,0.442,0.442,9.7,9.569,0
26679,162.214,2341.68,0.442,0.442,9.7,9.58274,0
26680,162.159,2341.24,0.442,0.442,9.7,9.59627,0
26680,162.105,2340.8,0.442,0.442,9.7,9.60955,0
26681,162.051,2340.36,0.442,0.441999,9.7,9.62269,0
26681,161.998,2339.92,0.442,0.442,9.7,9.63554,0
26681,161.944,2339.48,0.442,0.442,9.7,9.64824,0
26682,161.891,2339.04,0.442,0.442,9.7,9.66073,0
26682,161.838,2338.61,0.442,0.442,9.7,9.673,0
26683,161.785,2338.17,0.442,0.442,9.7,9.68513,0
26683,161.732,2337.73,0.442,0.442,9.7,9.69701,0
26683,161.679,2337.29,0.442,0.442,9.7,9.70871,0
26684,161.627,2336.85,0.442,0.442,9.7,9.72026,0
26684,161.575,2336.41,0.442,0.441999,9.7,9.73158,0
26685,161.523,2335.97,0.442,0.442,9.7,9.74269,0
26685,161.471,2335.54,0.442,0.442,9.7,9.75361,0
26686,161.42,2335.1,0.442,0.442,9.7,9.76431,0
26686,161.368,2334.66,0.442,0.442,9.7,9.77463,0
26687,161.317,2334.22,0.442,0.442,9.7,9.78482,0
26687,161.266,2333.78,0.442,0.442,9.7,9.79481,0
26687,161.216,2333.34,0.442,0.442,9.7,9.80463,0
26688,161.165,2332.9,0.442,0.442,9.7,9.81424,0
26688,161.115,2332.46,0.442,0.442,9.7,9.8237,0
26689,161.065,2332.02,0.442,0.442,9.7,9.83292,0
26689,161.015,2331.58,0.442,0.442,9.7,9.84196,0
26690,160.965,2331.14,0.442,0.441999,9.7,9.85078,0
26690,160.916,2330.71,0.442,0.442,9.7,9.85942,0
26690,160.866,2330.27,0.442,0.442,9.7,9.86784,0
26691,160.817,2329.83,0.442,0.442,9.7,9.87604,0
26691,160.769,2329.39,0.442,0.442,9.7,9.88388,0
26692,160.72,2328.95,0.442,0.442,9.7,9.89156,0
26692,160.672,2328.51,0.442,0.441999,9.7,9.89913,0
26693,160.623,2328.07,0.442,0.442,9.7,9.90648,0
26693,160.575,2327.63,0.442,0.442,9.7,9.91362,0
26693,160.528,2327.19,0.442,0.442,9.7,9.92035,0
26694,160.48,2326.75,0.442,0.442,9.7,9.9269,0
26694,160.433,2326.31,0.442,0.441999,9.7,9.93322,0
26695,160.386,2325.87,0.442,0.442,9.7,9.93934,0
26695,160.339,2325.44,0.442,0.442,9.7,9.94529,0
26696,160.293,2325,0.442,0.441999,9.7,9.95099,0
26696,160.246,2324.56,0.442,0.442,9.7,9.95659,0
26696,160.2,2324.12,0.442,0.442,9.7,9.96189,0
26697,160.154,2323.68,0.442,0.442,9.7,9.96697,0
26697,160.108,2323.24,0.442,0.441999,9.7,9.97169,0
26698,160.063,2322.8,0.442,0.442,9.7,9.97625,0
26698,160.018,2322.36,0.442,0.442,9.7,9.98054,0
26699,159.973,2321.92,0.442,0.442,9.7,9.98463,0
26699,159.928,2321.48,0.442,0.442,9.7,9.9888,0
26699,159.883,2321.04,0.442,0.441999,9.7,9.99263,0
26700,159.838,2320.6,0.442,0.442,9.7,9.99625,0
26700,159.794,2320.16,0.442,0.441999,9.7,9.99962,0
26701,159.75,2319.72,0.442,0.442,9.7,10.0027,0
26701,159.706,2319.28,0.442,0.442,9.7,10.0056,0
26702,159.663,2318.84,0.442,0.442,9.7,10.0083,0
26702,159.62,2318.4,0.442,0.442,9.7,10.0107,0
26702,159.576,2317.96,0.442,0.442,9.7,10.0128,0
26703,159.534,2317.52,0.442,0.442,9.7,10.0147,0
26703,159.491,2317.08,0.442,0.442,9.7,10.0165,0
26704,159.449,2316.64,0.442,0.442,9.7,10.0179,0
26704,159.407,2316.2,0.442,0.442,9.7,10.0191,0
26705,159.365,2315.76,0.442,0.442,9.7,10.02,0
26705,159.323,2315.32,0.442,0.441999,9.7,10.0207,0
26706,159.282,2314.88,0.442,0.441999,9.7,10.0211,0
26706,159.241,2314.44,0.442,0.442,9.7,8.94873,0
26707,159.2,2314,0.442,0.442,9.7,8.96995,0
26707,159.159,2313.56,0.442,0.442,9.7,8.99089,0
26707,159.119,2313.12,0.442,0.441999,9.7,9.0116,0
26708,159.079,2312.68,0.442,0.442,9.7,9.03202,0
26708,159.039,2312.24,0.442,0.442,9.7,9.05192,0
26709,159,2311.8,0.442,0.442,9.7,9.0716,0
26709,158.961,2311.36,0.442,0.442,9.7,9.09099,0
26710,158.922,2310.92,0.442,0.442,9.7,9.1101,0
26710,158.884,2310.48,0.442,0.442,9.7,9.12895,0
26711,158.846,2310.04,0.442,0.442,9.7,9.14763,0
26711,158.808,2309.6,0.442,0.442,9.7,9.16601,0
26712,158.77,2309.16,0.442,0.441999,9.7,9.18416,0
26712,158.733,2308.72,0.442,0.442,9.7,9.20197,0
26712,158.695,2308.28,0.442,0.442,9.7,9.21949,0
26713,158.659,2307.84,0.442,0.442,9.7,9.2367,0
26713,158.622,2307.4,0.442,0.442,9.7,9.25361,0
26714,158.586,2306.96,0.442,0.442,9.7,9.27024,0
26714,158.55,2306.52,0.442,0.442,9.7,9.28658,0
26715,158.514,2306.08,0.442,0.442,9.7,9.30259,0
26715,158.479,2305.64,0.442,0.442,9.7,9.31833,0
26716,158.444,2305.2,0.442,0.441999,9.7,9.33377,0
26716,158.409,2304.76,0.442,0.442,9.7,9.34887,0
26716,158.375,2304.32,0.442,0.442,9.7,9.36373,0
26717,158.34,2303.88,0.442,0.441999,9.7,9.37822,0
26717,158.307,2303.44,0.442,0.442,9.7,9.39248,0
26718,158.273,2303,0.442,0.442,9.7,9.40641,0
26718,158.24,2302.56,0.442,0.442,9.7,9.42011,0
26719,158.207,2302.12,0.442,0.442,9.7,9.43352,0
26719,158.174,2301.68,0.442,0.442,9.7,9.44669,0
26720,158.141,2301.24,0.442,0.442,9.7,9.45958,0
26720,158.109,2300.8,0.442,0.441999,9.7,9.47225,0
26720,158.077,2300.35,0.442,0.442,9.7,9.48463,0
26721,158.045,2299.91,0.442,0.442,9.7,9.49682,0
26721,158.014,2299.47,0.442,0.441999,9.7,9.50872,0
26722,157.982,2299.03,0.442,0.442,9.7,9.52032,0
26722,157.951,2298.59,0.442,0.442,9.7,9.53175,0
26723,157.921,2298.15,0.442,0.442,9.7,9.54285,0
26723,157.89,2297.71,0.442,0.442,9.7,9.55357,0
26723,157.86,2297.27,0.442,0.442,9.7,9.56403,0
26724,157.83,2296.83,0.442,0.441999,9.7,9.5742,0
26724,157.801,2296.39,0.442,0.442,9.7,9.58409,0
26725,157.772,2295.95,0.442,0.442,9.7,9.59371,0
26725,157.742,2295.51,0.442,0.442,9.7,9.60324,0
26726,157.714,2295.06,0.442,0.442,9.7,9.61244,0
26726,157.685,2294.62,0.442,0.442,9.7,9.62148,0
26726,157.657,2294.18,0.442,0.441999,9.7,9.63021,0
26727,157.628,2293.74,0.442,0.442,9.7,9.6387,0
26727,157.601,2293.3,0.442,0.442,9.7,9.64694,0
26728,157.573,2292.86,0.442,0.442,9.7,9.65477,0
26728,157.546,2292.42,0.442,0.442,9.7,9.66236,0
26729,157.519,2291.98,0.442,0.441999,9.7,9.66963,0
26729,157.492,2291.54,0.442,0.442,9.7,9.67666,0
26729,157.466,2291.1,0.442,0.442,9.7,9.68345,0
26730,157.44,2290.65,0.442,0.442,9.7,9.68978,0
26730,157.414,2290.21,0.442,0.442,9.7,9.69597,0
26731,157.388,2289.77,0.442,0.441999,9.7,9.70198,0
26731,157.363,2289.33,0.442,0.442,9.7,9.70774,0
26732,157.338,2288.89,0.442,0.441999,9.7,9.71328,0
26732,157.313,2288.45,0.442,0.442,9.7,9.71861,0
26733,157.288,2288.01,0.442,0.441999,9.7,9.7238,0
26733,157.263,2287.57,0.442,0.442,9.7,9.72872,0
26733,157.239,2287.13,0.442,0.442,9.7,9.73351,0
26734,157.215,2286.68,0.442,0.442,9.7,9.73801,0
26734,157.191,2286.24,0.442,0.442,9.7,9.74229,0
26735,157.167,2285.8,0.442,0.441999,9.7,9.74651,0
26735,157.143,2285.36,0.442,0.442,9.7,9.75048,0
26736,157.12,2284.92,0.442,0.442,9.7,9.75441,0
26736,157.097,2284.48,0.442,0.442,9.7,9.75806,0
26737,157.074,2284.04,0.442,0.442,9.7,9.76141,0
26737,157.051,2283.6,0.442,0.442,9.7,9.76459,0
26738,157.028,2283.15,0.442,0.441999,9.7,9.76754,0
26738,157.006,2282.71,0.442,0.442,9.7,9.77032,0
26738,156.984,2282.27,0.442,0.442,9.7,9.77289,0
26739,156.962,2281.83,0.442,0.442,9.7,9.77526,0
26739,156.94,2281.39,0.442,0.442,9.7,9.77742,0
26740,156.918,2280.95,0.442,0.441999,9.7,9.7793,0
26740,156.897,2280.51,0.442,0.442,9.7,9.78103,0
26741,156.876,2280.07,0.442,0.442,9.7,9.78266,0
26741,156.854,2279.62,0.442,0.442,9.7,9.78412,0
26741,156.834,2279.18,0.442,0.442,9.7,9.78534,0
26742,156.813,2278.74,0.442,0.442,9.7,9.78639,0
26742,156.792,2278.3,0.442,0.441999,9.7,9.78729,0
26743,156.772,2277.86,0.442,0.442,9.7,9.78787,0
26743,156.752,2277.42,0.442,0.442,9.7,9.78834,0
26744,156.732,2276.98,0.442,0.442,9.7,9.78879,0
26744,156.712,2276.53,0.442,0.442,9.7,9.78909,0
26745,156.692,2276.09,0.442,0.442,9.7,9.78939,0
26745,156.672,2275.65,0.442,0.442,9.7,9.78955,0
26745,156.652,2275.21,0.442,0.442,9.7,9.78958,0
26746,156.633,2274.77,0.442,0.442,9.7,9.78949,0
26746,156.613,2274.33,0.442,0.441999,9.7,9.78926,0
26747,156.594,2273.89,0.442,0.442,9.7,9.78893,0
26747,156.575,2273.44,0.442,0.441999,9.7,9.78851,0
26748,156.556,2273,0.442,0.442,9.7,9.78814,0
26748,156.536,2272.56,0.442,0.442,9.7,9.78765,0
26748,156.517,2272.12,0.442,0.442,9.7,9.78707,0
26749,156.498,2271.68,0.442,0.442,9.7,9.78653,0
26749,156.479,2271.24,0.442,0.442,9.7,9.78588,0
26750,156.46,2270.8,0.442,0.442,9.7,9.78518,0
26750,156.441,2270.36,0.442,0.442,9.7,9.7844,0
26751,156.423,2269.91,0.442,0.442,9.7,9.78355,0
26751,156.404,2269.47,0.442,0.442,9.7,9.78265,0
26751,156.385,2269.03,0.442,0.442,9.7,9.78169,0
26752,156.367,2268.59,0.442,0.442,9.7,9.78076,0
26752,156.348,2268.15,0.442,0.441999,9.7,9.77973,0
26753,156.329,2267.71,0.442,0.442,9.7,9.77866,0
26753,156.311,2267.26,0.442,0.442,9.7,9.97045,0
26754,156.292,2266.82,0.442,0.441999,9.7,9.96568,0
26754,156.274,2266.38,0.442,0.442,9.7,9.9609,0
26755,156.256,2265.94,0.442,0.442,9.7,9.95608,0
26755,156.237,2265.5,0.442,0.442,9.7,9.95126,0
26755,156.219,2265.06,0.442,0.442,9.7,9.94643,0
26756,156.2,2264.62,0.442,0.442,9.7,9.94179,0
26756,156.182,2264.17,0.442,0.442,9.7,9.93708,0
26757,156.163,2263.73,0.442,0.441999,9.7,9.93251,0
26757,156.145,2263.29,0.442,0.442,9.7,9.92787,0
26757,156.126,2262.85,0.442,0.441999,9.7,9.92333,0
26758,156.108,2262.41,0.442,0.442,9.7,9.91877,0
26758,156.089,2261.97,0.442,0.442,9.7,9.91417,0
26759,156.07,2261.53,0.442,0.442,9.7,9.90961,0
26759,156.052,2261.09,0.442,0.441999,9.7,9.90505,0
26760,156.033,2260.64,0.442,0.442,9.7,9.90052,0
26760,156.014,2260.2,0.442,0.442,9.7,9.89602,0
26760,155.996,2259.76,0.442,0.441999,9.7,9.89157,0
26761,155.977,2259.32,0.442,0.442,9.7,9.88717,0
26761,155.958,2258.88,0.442,0.441999,9.7,9.88285,0
26762,155.939,2258.44,0.442,0.442,9.7,9.87858,0
26762,155.92,2258,0.442,0.442,9.7,9.8744,0
26763,155.901,2257.55,0.442,0.441999,9.7,9.87029,0
26763,155.882,2257.11,0.442,0.442,9.7,9.86624,0
26764,155.863,2256.67,0.442,0.442,9.7,9.86216,0
26764,155.844,2256.23,0.442,0.442,9.7,9.85816,0
26765,155.825,2255.79,0.442,0.441999,6,9.85425,0
26765,155.805,2255.35,0.442,0.442,6,9.85039,0
26765,155.786,2254.9,0.442,0.442,6,9.84651,0
26766,155.767,2254.46,0.442,0.442,6,9.84276,0
26766,155.747,2254.02,0.442,0.442,6,9.83919,0
26767,155.727,2253.58,0.442,0.442,6,9.83567,0
26767,155.708,2253.14,0.442,0.442,6,9.83224,0
26767,155.688,2252.7,0.442,0.442,6,9.82906,0
26768,155.668,2252.26,0.442,0.442,6,9.82592,0
26768,155.647,2251.81,0.442,0.442,6,9.82278,0
26769,155.627,2251.37,0.442,0.442,6,9.81972,0
26769,155.607,2250.93,0.442,0.442,6,9.81666,0
26770,155.587,2250.49,0.442,0.442,6,9.81374,0
26770,155.567,2250.05,0.442,0.442,6,9.81091,0
26771,155.546,2249.61,0.442,0.442,6,9.8081,0
26771,155.526,2249.17,0.442,0.442,6,9.80542,0
26771,155.505,2248.72,0.442,0.442,6,9.80281,0
26772,155.485,2248.28,0.442,0.442,6,9.80029,0
26772,155.464,2247.84,0.442,0.442,6,9.79792,0
26773,155.443,2247.4,0.442,0.442,6,9.79565,0
26773,155.422,2246.96,0.442,0.442,6,9.79349,0
26774,155.401,2246.52,0.442,0.441999,6,9.79138,0
26774,155.38,2246.08,0.442,0.442,6,9.78938,0
26774,155.358,2245.64,0.442,0.441999,6,9.78745,0
26775,155.337,2245.19,0.442,0.442,6,9.78562,0
26775,155.316,2244.75,0.442,0.442,6,9.78404,0
26776,155.294,2244.31,0.442,0.442,6,9.78251,0
26776,155.272,2243.87,0.442,0.441999,6,9.7812,0
26776,155.25,2243.43,0.442,0.442,6,9.77998,0
26777,155.228,2242.99,0.442,0.442,6,9.77884,0
26777,155.206,2242.55,0.442,0.441999,6,9.77799,0
26778,155.183,2242.11,0.442,0.442,6,9.77716,0
26778,155.161,2241.66,0.442,0.442,6,9.77629,0
26778,155.139,2241.22,0.442,0.442,6,9.77553,0
26779,155.116,2240.78,0.442,0.442,6,9.77485,0
26779,155.094,2240.34,0.442,0.442,6,9.77421,0
26780,155.071,2239.9,0.442,0.442,6,9.77367,0
26780,155.048,2239.46,0.442,0.442,6,9.77339,0
26781,155.025,2239.02,0.442,0.441999,6,9.77314,0
26781,155.002,2238.58,0.442,0.442,6,9.77284,0
26782,154.979,2238.13,0.442,0.441999,6,9.77269,0
26782,154.956,2237.69,0.442,0.442,6,9.77262,0
26782,154.933,2237.25,0.442,0.442,6,9.77252,0
26783,154.91,2236.81,0.442,0.441999,6,9.77255,0
26783,154.887,2236.37,0.442,0.441999,6,9.77271,0
26784,154.863,2235.93,0.442,0.442,6,9.77293,0
26784,154.84,2235.49,0.442,0.442,6,9.77326,0
26785,154.816,2235.05,0.442,0.442,6,9.77365,0
26785,154.793,2234.6,0.442,0.442,6,9.77392,0
26785,154.769,2234.16,0.442,0.442,6,9.77432,0
26786,154.748,2233.72,0.442,0.441999,6,9.77261,0
